date,BHG,ANH,CFR,BTI,GLN,PRX,AGL,ANG,GFI,NPN,CPI,FSR,SBK,MTN,VAL,VOD,S32,HAR,IMP,ABG,DSY,SHP,SLM,SOL,BID,NED,OUT,SSW,REM,NPH,NRP,INP,RNI,MNP,BVT,KIO,APN,PPH,PAN,OMU,GRT,QLT,PHP,MTM,CLS,SNT,HMN,RDF,MRP,EXX,NY1,TBS,KST,BOX,VKE,DRD,FFB,WHL,SRE,ARI,PMR,ADH,AVI,TKG,HYP,RES,DCP,BYI,NTC,DTC,GND,OMN,MTH,LTE,LHC,EQU,TFG,TRU,FTB,CML,TGA,PIK,MSP,SDO,JSE,ATT,HCI,WBC,PPC,AFE,SUI,AEL,SAC,RLO,SPP,OCE,SSS,BAT,BTN,SAP,RBX,WBO,ARL,KAP,BLU,SEA,SPG
2026-04-10,636.24,1234.98,3186.41,956.92,125.06,800.5,770.1,1795.0,806.8,898.36,4341.36,88.39,328.86,203.98,1530.13,147.18,54.0,272.88,252.55,249.61,253.5,277.56,88.6,206.4,410.0,273.56,74.02,53.17,201.65,357.98,140.0,139.0,559.46,190.7,236.5,323.04,136.15,23.51,34.64,13.85,17.31,40.46,20.76,36.99,296.41,404.27,70.35,6.46,161.24,224.65,46.59,300.0,28.42,71.29,23.27,52.23,23.48,51.05,22.07,246.62,173.0,44.49,99.93,59.29,56.25,81.96,36.75,62.4,17.3,68.94,19.99,95.4,116.89,7.52,12.23,17.33,72.95,53.26,6.8,46.54,153.33,19.37,19.75,12.07,165.62,17.4,166.0,40.34,6.17,110.42,47.18,21.52,3.65,67.4,61.89,55.05,17.44,2.16,9.51,16.88,51.75,160.01,259.09,2.14,8.66,13.01,17.4
2026-04-13,640.21,1228.73,3190.42,968.64,125.45,802.4,781.94,1795.2,804.8,893.5,4268.61,87.53,326.88,201.5,1518.2,144.39,54.53,270.91,251.21,249.08,252.84,275.21,87.4,214.63,406.67,269.63,73.09,53.49,199.46,353.76,139.01,139.41,557.33,189.45,231.6,318.0,134.2,22.91,34.86,13.65,17.28,41.18,20.85,36.56,291.89,399.32,70.41,6.36,158.5,223.88,47.04,296.4,28.49,71.26,23.33,52.47,23.28,50.31,21.92,242.02,173.05,43.45,97.93,58.68,55.66,80.87,36.89,64.7,17.22,68.81,20.43,93.94,116.25,7.55,12.1,17.33,71.83,53.0,6.83,45.6,167.88,19.2,20.1,11.85,166.98,17.2,169.75,39.99,6.05,109.07,46.01,21.09,3.66,67.32,61.9,55.0,17.58,2.16,9.5,17.5,50.74,157.49,254.85,2.13,8.79,12.77,17.23
2026-04-14,645.03,1236.37,3272.26,937.29,124.1,814.97,790.78,1799.23,813.25,909.68,4314.33,89.73,327.0,205.0,1567.23,145.37,54.6,274.8,261.99,249.2,253.23,282.14,88.5,210.39,407.68,267.97,73.94,54.83,199.0,364.44,141.0,140.0,559.38,191.17,236.14,327.83,133.58,22.99,35.7,13.57,17.41,41.83,21.43,37.16,292.26,405.6,73.3,6.39,158.0,220.0,47.66,301.0,28.6,72.69,23.9,52.16,24.0,50.8,22.43,240.41,172.65,43.85,98.91,59.71,56.81,82.84,36.82,67.4,17.29,69.16,20.59,93.5,115.41,7.6,12.4,17.67,71.25,53.68,6.93,46.7,162.1,19.58,19.97,11.96,170.69,17.33,170.0,39.88,6.15,110.49,46.36,21.99,3.8,68.23,62.82,54.32,17.83,2.17,9.66,17.93,51.52,158.36,255.55,2.2,8.85,13.01,17.3
2026-04-15,647.79,1240.27,3208.31,932.82,124.4,818.17,799.78,1745.63,791.42,915.72,4351.89,90.25,321.47,203.65,1558.11,145.31,54.38,281.18,255.94,250.0,259.72,288.24,89.16,214.5,411.01,270.61,71.98,54.89,198.27,362.47,141.9,140.0,563.78,191.53,239.3,325.0,133.39,22.8,35.62,13.44,17.02,40.57,21.32,37.37,294.98,407.18,73.04,6.4,157.84,217.0,47.77,299.8,28.66,71.92,23.93,51.11,23.9,50.68,22.37,238.16,173.26,43.54,98.16,59.14,57.22,82.97,36.79,69.34,17.51,68.26,20.73,93.4,115.65,7.64,12.55,17.66,70.55,53.1,7.0,46.32,155.21,19.71,20.0,12.07,159.0,17.61,169.8,39.8,6.05,110.0,47.22,21.9,3.62,68.27,63.68,55.83,18.02,2.15,9.66,17.93,51.0,158.0,253.86,2.23,8.79,13.03,17.3
2026-04-16,651.24,1238.85,3235.03,924.74,124.21,823.74,797.28,1723.65,785.62,927.92,4319.26,89.49,316.62,201.44,1477.34,145.45,54.27,293.92,250.0,247.11,261.1,286.75,88.94,214.72,412.32,269.21,71.65,54.07,198.74,349.52,142.68,140.11,562.96,190.04,236.25,325.29,133.35,22.85,35.1,13.59,16.94,40.12,21.46,37.27,290.61,406.66,73.68,6.41,161.0,217.0,47.74,301.5,28.75,73.56,24.06,51.54,23.99,51.09,22.54,240.01,173.19,43.6,98.71,59.08,57.1,83.06,37.15,68.79,17.56,68.8,20.75,93.2,115.0,7.7,12.55,17.6,70.54,54.09,7.03,46.5,152.99,19.8,20.06,12.09,158.22,17.71,166.57,39.6,6.01,112.17,46.94,21.98,3.63,67.9,65.4,55.3,17.97,2.15,9.65,17.37,51.39,156.73,253.77,2.2,8.95,13.04,17.0
2026-04-17,652.37,1233.71,3322.2,903.53,119.38,852.4,807.75,1778.0,819.57,953.29,4425.15,91.78,322.31,199.5,1577.84,143.64,53.06,312.47,273.11,251.57,261.42,287.66,90.25,193.46,412.77,272.37,72.83,57.31,200.33,380.0,145.08,141.84,566.0,190.4,237.47,324.1,130.5,23.61,36.49,13.71,17.27,40.6,20.9,37.2,300.14,411.0,74.48,6.53,168.86,209.1,48.1,303.09,28.65,75.35,24.27,52.6,24.32,52.81,22.86,242.04,173.3,43.6,101.01,58.55,57.52,84.79,37.51,69.37,17.65,69.0,20.94,92.03,116.5,7.75,12.64,18.16,74.78,55.96,7.08,47.18,127.25,20.71,20.51,12.35,157.89,17.66,167.4,40.0,6.16,112.54,46.32,21.82,3.75,68.41,65.6,55.65,18.15,2.2,9.69,17.97,51.84,159.54,257.54,2.24,9.3,13.06,17.38
2026-04-20,647.84,1233.25,3294.16,933.4,120.89,845.0,804.3,1736.03,801.37,952.72,4366.58,89.53,319.36,199.77,1530.71,144.0,51.72,299.8,265.82,249.0,261.33,288.3,88.91,205.8,415.91,268.99,73.0,55.25,199.0,372.71,144.39,140.76,567.79,189.19,235.9,319.79,129.21,23.32,36.49,13.53,17.09,40.3,21.49,36.99,298.2,405.0,73.94,6.47,164.01,210.47,47.36,304.19,28.27,75.0,24.37,51.07,24.13,52.09,22.74,237.83,173.0,43.56,101.41,58.12,56.5,83.64,37.26,69.6,17.55,68.48,20.85,93.25,116.0,7.77,12.63,17.93,73.0,55.7,7.12,46.62,131.83,20.9,20.89,12.12,156.95,17.42,167.5,39.62,6.04,112.72,45.74,22.0,3.65,69.01,64.6,55.8,18.09,2.2,9.73,18.18,51.15,156.76,254.52,2.26,9.28,13.06,17.04
2026-04-21,644.63,1211.73,3283.8,915.65,121.7,830.4,788.99,1676.7,764.11,940.8,4381.28,88.86,318.06,197.9,1497.91,146.5,51.3,290.01,254.62,248.4,260.29,288.05,88.0,205.94,422.38,267.58,72.8,53.6,197.9,364.15,144.57,141.42,564.91,188.23,235.66,322.41,129.91,23.34,34.41,13.58,17.11,40.15,21.55,36.9,300.83,403.19,73.33,6.4,164.79,208.83,47.62,302.13,28.38,77.0,24.29,49.28,24.21,52.65,22.72,233.0,174.0,43.1,101.79,57.65,56.54,83.72,37.3,70.75,17.52,69.41,21.0,92.9,115.77,7.73,12.58,17.88,72.02,55.08,7.1,46.5,135.3,20.88,20.17,12.08,156.3,17.26,168.0,39.72,6.05,111.61,45.57,22.0,3.59,68.6,65.74,56.33,18.12,2.17,9.69,17.65,51.4,156.56,250.6,2.23,9.17,12.93,16.7
2026-04-22,656.49,1198.65,3190.28,914.18,124.31,818.0,804.31,1656.41,760.66,924.71,4403.96,88.27,317.65,201.86,1489.18,144.54,52.36,281.09,256.61,238.86,260.73,288.42,87.0,217.6,419.63,267.66,72.12,53.91,197.44,365.56,144.22,142.26,566.81,186.3,236.35,320.48,134.95,23.18,34.23,13.64,17.0,42.19,21.23,36.77,300.89,403.0,74.11,6.46,161.38,211.4,47.01,302.27,28.34,76.0,24.35,49.49,24.3,52.7,22.92,235.58,175.5,42.68,101.53,57.88,56.4,83.5,37.61,70.7,17.5,69.58,21.37,92.85,114.88,7.66,12.6,17.67,70.81,53.96,7.17,46.0,139.33,20.86,20.38,11.85,154.02,17.25,169.0,39.0,6.02,112.21,44.67,21.9,3.55,68.73,64.78,55.8,17.67,2.14,9.66,16.65,51.13,155.42,247.38,2.23,9.3,13.4,16.5
2026-04-23,662.38,1190.0,3175.49,936.81,125.4,801.62,845.64,1600.0,730.75,899.52,4420.64,88.71,314.65,204.01,1442.21,145.0,51.52,273.76,244.41,233.7,261.53,284.37,86.36,210.6,409.8,265.35,72.83,53.16,194.11,347.51,144.08,141.6,565.0,186.12,232.78,318.57,138.19,22.76,32.94,13.44,16.9,41.75,21.2,36.99,275.88,403.6,74.14,6.39,159.5,210.44,46.75,297.08,28.09,77.0,24.17,47.77,24.19,52.29,22.8,230.37,175.0,42.98,98.5,58.4,56.01,82.9,35.8,68.88,17.36,69.08,21.1,93.17,112.67,7.64,12.46,17.65,70.87,53.22,7.15,45.7,137.67,20.41,20.4,11.8,155.65,16.92,165.75,39.0,6.0,109.79,44.5,21.9,3.47,68.47,64.0,54.98,17.7,2.16,9.64,15.86,50.95,158.03,243.0,2.28,9.26,13.04,16.21
2026-04-24,661.29,1204.54,3164.38,966.92,124.83,809.03,832.79,1638.76,757.0,905.14,4400.72,88.0,312.14,206.55,1413.69,145.71,51.02,276.05,242.06,231.6,260.3,280.0,84.99,214.53,406.11,264.0,72.75,53.17,192.5,342.39,143.0,139.92,565.11,168.54,230.96,310.71,139.28,22.4,33.1,13.39,16.85,41.05,20.92,37.14,265.95,404.0,74.27,6.3,158.02,209.46,46.15,296.0,28.09,78.95,23.96,48.12,24.12,52.05,22.52,231.0,176.2,42.3,99.53,58.42,55.72,82.59,36.5,69.14,17.12,69.08,21.08,92.54,111.76,7.67,12.39,17.47,69.67,52.47,6.76,45.45,133.73,20.3,20.3,11.87,154.9,16.71,166.5,39.0,6.0,108.98,45.34,21.63,3.43,67.69,64.24,57.01,17.53,2.14,9.62,16.02,51.35,162.51,241.95,2.23,9.05,12.95,16.21
2026-04-28,646.41,1234.0,3139.11,961.37,123.06,791.9,787.04,1545.81,712.0,885.1,4495.0,88.0,315.85,203.55,1335.46,144.01,50.43,261.45,226.72,233.89,262.51,279.59,85.35,217.5,409.92,265.63,72.14,48.93,194.0,327.87,141.82,139.28,563.55,164.31,231.5,306.86,139.65,22.29,31.65,13.41,16.7,41.16,20.84,37.59,263.67,404.0,74.71,6.21,157.1,208.89,46.17,296.92,27.87,79.0,23.75,45.37,23.87,51.79,22.14,223.62,177.11,42.38,99.46,58.28,55.2,82.41,36.03,67.37,16.94,69.61,21.4,92.47,110.3,7.56,12.23,17.16,69.63,52.7,6.69,44.8,140.5,20.01,20.21,11.9,156.47,16.41,167.62,39.0,5.97,109.27,45.17,21.07,3.33,67.97,65.01,54.2,17.22,2.15,9.45,15.44,50.85,168.5,240.22,2.26,8.85,12.8,15.87
2026-04-29,650.39,1224.0,3089.63,961.9,125.71,797.6,792.5,1521.96,696.46,896.41,4421.13,88.16,316.05,208.17,1290.14,141.29,50.02,253.34,222.11,232.76,262.48,278.76,84.9,228.0,407.5,264.62,71.17,48.12,192.89,311.49,140.2,140.12,556.27,169.7,231.91,306.21,140.63,22.09,30.6,13.39,16.45,40.7,20.98,37.83,262.79,405.0,73.21,6.25,155.8,208.84,46.0,292.0,27.52,78.54,23.62,44.76,23.74,51.77,21.66,217.15,177.5,42.3,98.45,60.55,54.9,81.75,36.47,68.5,17.09,70.37,22.18,93.6,111.0,7.5,12.28,16.89,69.86,52.54,6.65,44.33,145.08,19.65,19.94,11.91,155.75,16.41,168.95,38.43,6.0,109.56,46.42,21.99,3.29,68.33,63.22,54.2,17.0,2.18,9.4,15.81,51.25,169.0,243.6,2.4,8.84,12.85,15.58
2026-04-30,657.37,1256.88,3165.58,976.07,128.5,801.68,812.13,1551.43,712.0,897.76,4325.17,88.23,320.49,209.0,1335.0,141.31,49.83,263.42,232.26,233.02,258.42,280.76,85.57,230.0,407.61,267.14,70.77,49.67,194.67,320.0,141.0,141.76,574.99,173.59,233.31,312.48,139.0,21.97,31.77,13.59,16.35,41.82,22.17,37.85,262.75,398.9,74.63,6.33,156.0,219.91,46.76,290.0,28.25,79.64,23.86,45.44,24.3,52.18,22.76,222.95,182.13,42.65,99.7,60.1,55.77,82.42,36.5,68.0,17.29,71.57,22.45,96.48,111.43,7.59,12.38,16.9,69.94,51.77,6.72,44.5,145.25,19.7,20.1,11.85,157.55,16.64,168.46,38.0,6.08,110.5,47.18,22.5,3.3,69.78,64.61,56.0,17.32,2.2,9.46,16.1,51.28,171.74,244.72,2.43,8.86,12.96,15.9
2026-05-04,653.21,1243.0,3138.46,981.76,127.72,800.82,804.0,1528.9,709.14,897.94,4292.59,87.15,307.07,208.88,1348.0,141.57,48.45,265.29,237.0,228.58,258.81,284.66,85.97,232.33,409.49,263.69,71.0,49.39,193.9,324.54,140.98,138.37,578.14,173.39,233.74,312.38,140.17,22.03,31.44,13.55,16.26,41.76,22.0,38.46,260.49,402.0,72.84,6.24,155.11,221.09,46.64,288.52,28.01,77.5,23.66,45.4,24.2,52.05,22.53,222.21,183.7,42.2,99.8,59.76,55.47,82.41,36.03,68.33,17.29,72.34,21.95,96.02,109.12,7.54,12.55,16.93,70.15,51.08,6.65,44.81,139.6,19.1,20.2,11.8,158.68,16.41,171.48,39.0,6.05,112.95,47.48,21.99,3.32,69.23,63.87,55.9,17.24,2.19,9.47,16.52,51.5,172.01,242.35,2.54,9.06,12.95,15.88
2026-05-05,656.86,1345.67,3136.12,975.61,126.92,791.54,803.21,1534.95,706.22,885.58,4299.43,88.0,303.01,211.95,1374.62,149.05,49.07,262.5,245.17,227.22,261.15,285.0,86.08,238.94,411.65,262.4,70.29,49.96,192.59,334.99,140.5,136.36,575.0,177.76,233.88,318.23,148.04,22.26,31.12,13.37,16.12,41.13,21.0,37.59,262.25,396.52,71.94,6.19,154.04,226.87,47.01,290.5,28.08,76.76,23.2,44.93,24.2,52.02,22.5,224.0,177.11,43.44,99.99,59.47,55.55,82.22,35.84,68.31,17.35,72.14,22.46,95.0,109.05,7.46,12.48,16.91,69.5,51.52,6.62,44.5,144.0,19.04,20.64,11.8,158.65,16.32,174.0,38.6,6.55,112.89,48.03,22.0,3.28,69.93,63.68,55.5,17.14,2.19,9.44,16.05,51.5,175.0,241.46,2.55,8.85,12.9,16.1
2026-05-06,684.36,1320.0,3260.5,974.46,125.67,811.19,850.8,1610.89,768.32,922.44,4383.8,90.91,311.3,219.2,1485.91,153.11,50.13,288.63,269.61,232.43,268.0,287.5,87.85,220.65,414.0,268.3,72.16,55.61,195.64,356.2,142.29,137.2,565.0,180.36,242.5,329.92,149.47,22.93,33.42,13.56,16.46,41.59,21.29,38.76,268.93,402.0,75.0,6.28,158.32,219.77,48.32,297.0,28.02,78.63,24.06,48.64,24.7,53.39,23.03,234.86,180.64,45.2,99.46,60.1,56.6,84.05,36.03,69.3,17.56,73.5,22.5,96.26,110.22,7.6,12.66,17.2,71.4,52.75,6.8,46.5,140.0,19.5,20.52,11.8,161.51,16.65,170.5,38.9,6.61,114.95,48.28,22.25,3.43,71.0,64.78,57.29,17.45,2.26,9.52,16.3,52.5,177.5,244.0,2.5,9.16,12.95,16.22
2026-05-07,690.69,1305.2,3346.13,954.35,125.51,809.6,858.36,1670.93,761.5,922.42,4406.33,91.93,309.97,210.65,1506.94,147.65,50.54,300.89,272.44,231.36,271.41,284.22,87.45,206.85,410.0,265.88,71.09,56.31,192.36,362.47,141.75,137.23,567.98,175.01,237.78,327.5,147.83,22.75,34.95,13.69,16.44,41.62,21.06,38.5,265.8,392.06,74.14,6.29,159.0,219.27,47.2,293.5,28.21,78.75,23.6,49.73,24.6,53.2,23.05,235.04,180.56,44.43,99.47,58.75,56.7,84.0,36.55,70.82,17.33,78.01,22.53,95.0,108.45,7.57,11.27,17.33,71.39,53.45,6.74,45.57,137.5,19.15,20.79,11.8,162.61,16.53,172.0,37.7,6.73,114.95,48.97,22.34,3.45,70.95,63.9,56.3,17.45,2.26,9.51,14.15,52.8,177.5,243.73,2.5,8.96,12.9,16.18
2026-05-08,691.74,1311.48,3345.0,951.02,126.0,791.5,862.72,1738.45,734.91,893.0,4350.0,89.53,306.48,210.2,1458.25,146.16,50.28,292.27,268.47,230.44,273.5,286.4,86.56,212.98,408.36,260.57,70.85,54.8,188.0,356.93,141.25,136.35,563.2,174.78,234.2,323.6,146.65,22.48,33.98,13.35,16.33,41.43,21.21,38.31,264.29,396.55,73.7,6.19,156.39,215.06,46.51,289.36,27.94,79.5,23.5,49.48,24.55,52.77,22.9,230.1,180.29,44.48,97.98,59.27,56.06,83.94,35.98,69.83,17.29,75.1,22.43,96.07,105.9,7.49,11.01,17.48,69.16,52.36,6.78,45.38,137.76,19.09,20.79,11.72,159.0,16.54,171.85,36.68,6.65,114.95,49.2,22.05,3.4,70.76,63.4,55.77,17.43,2.19,9.47,14.7,52.2,175.34,242.0,2.59,8.87,13.0,16.38
2026-05-11,714.0,1306.53,3242.0,967.79,128.39,789.38,885.78,1784.0,749.14,890.32,4332.97,88.53,303.88,215.65,1480.0,152.75,51.28,299.0,272.11,225.72,273.66,288.0,87.08,215.15,406.35,258.81,70.5,56.26,188.31,355.93,140.86,136.55,560.44,171.73,231.5,329.86,143.13,21.85,34.55,13.07,16.28,41.23,21.0,37.59,262.74,396.0,73.53,6.28,152.25,216.9,46.43,284.61,27.19,85.64,23.8,50.21,24.85,51.08,22.85,231.34,179.12,44.78,96.8,60.36,56.11,83.5,37.38,70.17,17.04,74.61,22.64,95.58,103.6,7.5,11.12,17.25,60.28,50.19,6.76,45.1,137.1,20.83,21.09,11.8,156.89,16.56,173.97,36.62,6.84,115.75,49.95,22.05,3.39,71.42,62.75,54.7,17.25,2.14,9.44,15.09,52.78,174.0,241.73,2.57,8.77,12.93,15.73
2026-05-12,715.66,1318.69,3272.24,1028.08,128.36,747.64,879.5,1686.13,731.98,847.86,4340.07,87.95,301.11,213.12,1459.84,155.9,51.99,291.59,265.33,229.23,268.0,286.15,86.52,220.63,404.39,256.76,69.88,54.82,187.86,346.92,141.0,134.26,567.28,170.0,229.44,326.52,140.96,21.65,34.63,13.02,16.39,40.2,20.79,37.51,253.34,394.34,71.99,6.36,149.49,215.84,46.38,285.0,26.76,85.99,23.81,49.62,25.25,50.82,22.52,229.19,179.67,43.71,95.0,60.58,56.39,83.5,36.3,74.7,16.84,73.79,22.66,95.5,99.78,7.5,11.0,17.34,58.74,48.91,6.85,44.68,136.4,20.0,21.2,11.8,155.64,16.71,167.69,36.05,6.62,113.16,49.01,21.8,3.46,69.8,60.73,54.4,17.39,2.12,9.68,15.48,52.39,170.47,240.57,2.45,8.63,12.99,15.9
2026-05-13,744.92,1310.1,3296.37,1058.27,132.0,772.54,908.73,1682.0,728.37,878.95,4241.58,88.06,300.7,211.0,1516.16,154.04,54.16,287.96,274.5,230.0,264.36,285.23,85.5,219.36,404.77,255.34,69.5,55.87,184.8,368.27,140.0,133.53,568.09,168.2,229.0,330.0,141.96,21.73,33.27,12.84,16.23,40.24,20.66,37.05,248.36,393.5,71.72,6.14,151.5,215.0,46.23,284.25,26.65,88.5,23.56,48.43,25.0,50.22,22.26,230.0,177.84,43.76,94.5,58.56,56.42,83.11,36.43,74.5,16.57,72.3,23.0,96.1,102.0,7.44,11.0,17.42,60.85,49.75,6.68,44.88,135.3,20.53,20.45,11.8,156.14,16.47,162.77,37.0,6.65,112.79,47.28,21.23,3.4,70.12,60.65,55.25,17.41,2.14,9.58,15.09,51.61,169.39,238.0,2.5,8.55,12.89,16.02
2026-05-14,730.7,1338.68,3351.54,1091.66,131.83,752.43,897.32,1670.16,728.6,854.0,4334.17,89.5,308.21,210.34,1465.64,156.26,52.62,285.68,261.19,233.77,265.77,292.25,86.9,216.23,415.39,258.74,70.59,54.12,188.12,362.12,141.01,134.87,572.87,170.44,232.84,326.98,140.92,22.06,33.07,12.85,16.56,40.3,20.84,37.18,246.8,390.06,71.68,6.28,151.87,212.0,46.78,285.87,26.86,87.5,23.83,47.36,25.23,50.37,22.18,223.69,179.0,44.21,94.5,58.9,56.25,83.77,36.95,76.39,16.77,76.03,23.87,97.6,103.0,7.5,11.15,17.85,60.01,51.33,6.78,45.35,130.24,22.2,20.74,11.81,157.9,16.65,165.25,36.18,6.74,114.33,47.9,21.6,3.45,71.0,61.71,54.02,17.44,2.16,9.66,15.48,52.0,170.02,239.15,2.55,8.51,12.66,16.35
2026-05-15,704.13,1343.94,3305.0,1080.0,127.5,763.0,848.55,1556.06,678.24,868.42,4285.0,87.76,305.92,208.1,1358.0,153.95,49.25,265.09,242.46,230.18,265.0,292.97,85.6,224.72,414.98,255.85,69.75,50.89,187.0,334.74,141.76,133.17,571.42,167.83,233.63,315.41,140.45,21.88,30.87,12.79,16.45,39.93,20.15,36.76,248.96,383.0,70.05,6.22,152.5,210.25,46.46,286.13,26.81,86.52,23.49,44.49,25.86,50.65,21.9,205.0,176.64,43.57,94.65,57.0,56.26,83.69,37.0,77.85,16.65,75.6,23.81,97.27,101.0,7.53,11.1,18.14,58.07,50.79,6.76,44.91,129.23,22.5,21.18,11.92,156.29,16.97,165.13,35.13,6.68,114.04,47.19,21.5,3.39,61.01,61.8,53.2,17.71,2.3,9.6,14.86,50.0,167.92,236.55,2.44,8.42,13.0,16.33
2026-05-18,701.45,1345.0,3285.0,1098.53,127.55,760.77,848.93,1564.3,679.23,865.9,4340.0,88.56,308.04,207.23,1355.13,151.28,48.69,274.5,238.64,230.75,266.79,292.35,86.29,220.81,418.57,256.06,71.19,50.55,189.1,333.5,142.01,133.81,572.18,165.93,236.25,315.41,139.42,22.02,31.41,12.89,16.7,40.72,20.58,37.11,250.15,375.96,70.92,6.32,156.22,208.46,47.36,288.9,27.34,88.64,24.01,44.65,25.75,51.07,21.97,205.54,175.31,43.23,94.89,57.49,57.34,84.82,36.8,78.45,16.68,77.81,23.85,97.86,102.36,7.68,11.24,18.2,57.62,50.75,6.89,45.27,127.9,22.29,21.84,11.81,157.48,16.97,161.6,37.5,6.79,114.74,47.2,22.85,3.52,61.99,61.39,53.7,17.74,2.29,9.73,14.92,50.0,165.5,229.74,2.55,8.4,12.91,16.34
2026-05-19,680.66,1363.6,3279.0,1097.81,125.25,787.13,819.92,1472.74,650.47,898.81,4300.32,87.89,306.01,207.13,1325.25,152.02,47.84,268.87,228.95,228.76,265.05,291.87,87.04,223.35,418.1,253.0,70.6,47.56,188.99,319.3,141.9,135.25,576.27,163.52,231.94,306.6,138.56,21.85,30.38,13.03,16.48,41.4,20.78,37.12,246.17,377.29,71.34,6.23,153.05,208.75,47.53,286.65,28.0,82.0,23.62,43.23,25.19,50.51,22.2,201.5,173.92,43.29,94.15,57.72,56.45,83.4,36.36,83.0,16.29,79.36,24.35,98.14,101.63,7.65,11.08,18.25,57.22,50.32,6.76,44.63,132.5,21.62,21.72,11.96,155.03,16.87,163.87,36.0,6.61,115.54,46.8,23.1,3.45,61.35,60.69,54.01,17.6,2.28,9.69,14.5,49.7,163.0,233.13,2.61,8.41,13.0,16.45
2026-05-20,681.36,1363.2,3286.31,1082.4,124.7,781.0,829.51,1522.07,667.63,886.99,4332.05,89.8,312.99,207.23,1350.05,153.0,48.35,284.38,232.49,232.59,264.14,292.28,88.18,219.57,415.53,255.44,70.31,48.41,189.94,323.8,141.48,135.72,578.72,162.96,233.28,308.25,136.75,21.8,30.77,13.21,16.6,41.37,20.39,37.74,247.68,378.63,71.51,6.25,153.3,207.69,47.89,283.4,28.18,81.32,23.3,43.68,24.45,50.97,22.17,204.44,171.0,43.42,94.4,58.87,57.17,82.75,36.25,80.0,16.04,82.48,24.91,99.53,102.48,7.68,11.0,17.85,58.11,50.41,6.81,45.0,132.79,21.56,21.2,12.11,156.0,16.57,166.0,35.0,6.76,116.31,46.98,23.07,3.44,62.5,59.79,55.0,17.32,2.3,9.71,14.64,50.17,166.94,237.02,2.51,8.54,12.9,16.66
2026-05-21,691.74,1370.14,3283.47,1090.8,127.47,765.14,843.5,1498.32,655.92,860.46,4370.42,89.82,313.9,205.0,1310.0,152.64,48.84,278.95,226.94,235.0,265.11,295.37,87.22,223.9,415.27,258.51,70.34,47.65,190.0,311.15,141.92,143.44,573.33,161.9,231.38,305.25,135.31,21.87,30.32,13.51,16.53,42.05,20.92,37.5,246.12,376.76,73.0,6.3,152.1,207.0,48.02,283.8,27.9,82.51,23.64,42.97,24.62,51.19,22.15,202.03,171.1,42.88,94.3,59.2,56.91,82.28,36.33,77.49,16.89,83.39,24.78,100.8,102.93,7.68,11.22,18.01,59.1,51.21,6.89,45.12,136.0,21.34,21.07,12.07,156.35,16.91,167.0,35.6,6.73,118.86,46.92,23.07,3.4,62.61,58.9,59.3,17.12,2.3,9.78,13.45,50.98,166.11,237.0,2.62,8.64,13.09,16.65
2026-05-22,691.32,1367.14,3262.18,1074.74,125.87,746.0,844.81,1470.91,639.18,842.81,4404.67,89.63,313.98,208.1,1290.36,151.68,50.4,274.56,222.19,234.12,268.05,294.19,84.51,219.34,424.18,255.66,70.34,46.75,190.95,305.7,142.42,138.65,578.71,162.44,236.89,302.26,135.49,22.0,29.94,13.02,16.49,42.8,21.1,36.74,246.12,380.07,73.99,6.27,153.11,205.98,47.74,282.98,28.08,83.75,23.59,42.48,24.0,50.22,21.95,200.33,170.7,43.42,93.4,59.01,57.13,81.92,36.58,78.92,16.8,85.57,25.15,100.1,102.7,7.63,11.36,17.66,57.46,50.57,6.75,45.0,134.5,24.22,21.55,12.19,155.96,16.86,168.55,35.59,6.85,123.41,46.73,23.6,3.37,63.86,57.25,59.38,17.16,2.3,9.7,12.3,50.5,166.82,239.92,2.69,8.79,13.13,16.82
