date,BHG,ANH,CFR,BTI,GLN,PRX,AGL,ANG,GFI,NPN,CPI,FSR,SBK,MTN,VAL,VOD,S32,HAR,IMP,ABG,DSY,SHP,SLM,SOL,BID,NED,OUT,SSW,REM,NPH,NRP,INP,RNI,MNP,BVT,KIO,APN,PPH,PAN,OMU,GRT,QLT,PHP,MTM,CLS,SNT,HMN,RDF,MRP,EXX,NY1,TBS,KST,BOX,VKE,DRD,FFB,WHL,SRE,ARI,PMR,ADH,AVI,TKG,HYP,RES,DCP,BYI,NTC,DTC,GND,OMN,MTH,LTE,LHC,EQU,TFG,TRU,FTB,CML,TGA,PIK,MSP,SDO,JSE,ATT,HCI,WBC,PPC,AFE,SUI,AEL,SAC,RLO,SPP,OCE,SSS,BAT,BTN,SAP,RBX,WBO,ARL,KAP,BLU,SEA,SPG
2026-08-03,692.62,1394.85,3961.8,989.47,120.0,782.54,823.31,1358.89,557.58,892.97,4809.86,100.46,331.04,208.76,1227.18,161.0,53.25,270.03,180.93,228.1,261.64,285.21,88.46,187.25,444.29,276.77,81.14,36.4,195.89,237.07,151.0,145.32,449.52,197.63,248.81,251.71,146.71,21.44,21.21,13.46,17.74,43.6,21.43,40.72,219.0,393.74,85.5,6.5,172.16,201.21,45.28,275.08,33.84,77.91,25.17,34.6,25.6,46.12,22.33,164.45,182.5,47.66,89.0,56.15,60.83,82.95,30.25,89.87,19.22,87.15,26.5,103.15,106.21,8.1,11.6,17.95,57.0,52.7,7.32,42.71,96.22,18.71,21.25,13.12,149.5,17.51,175.84,32.61,7.45,121.8,52.52,28.51,3.49,57.49,45.89,72.5,16.35,2.25,9.9,12.32,43.7,159.0,207.8,2.69,8.84,12.74,19.0
2026-08-04,712.95,1384.56,3966.0,974.69,122.25,793.02,862.0,1337.51,565.0,912.0,4881.27,101.51,336.52,204.28,1350.0,160.0,54.94,278.6,191.16,231.43,263.07,287.27,89.88,183.31,443.0,294.23,82.07,39.1,195.87,248.73,151.54,148.0,454.82,202.1,250.47,255.33,147.92,21.56,21.6,13.64,17.69,43.75,25.0,42.44,218.65,401.54,84.79,6.45,174.5,200.86,46.08,278.9,34.1,78.0,24.85,35.4,25.3,46.11,22.4,170.31,180.0,47.95,90.7,54.39,60.31,82.51,30.0,89.73,19.14,86.5,26.68,104.61,105.11,8.09,11.45,17.81,56.57,53.34,7.2,43.0,95.75,18.78,21.78,13.06,151.0,17.25,176.62,32.13,7.46,123.37,52.24,27.87,3.48,59.24,47.6,71.93,16.26,2.21,9.87,12.56,43.83,158.48,209.64,2.64,8.55,12.68,19.05
2026-08-05,729.75,1385.47,3950.22,961.56,125.6,787.39,880.0,1446.99,614.43,897.0,4840.38,100.61,330.75,201.5,1375.78,159.25,56.5,298.94,202.45,228.58,263.23,287.12,88.65,181.61,435.66,291.16,82.33,40.57,198.15,262.0,151.01,148.07,447.49,199.41,251.24,256.42,147.78,21.4,23.06,13.24,17.6,44.69,25.0,42.61,216.3,401.72,83.6,6.42,177.39,198.83,46.6,281.75,33.99,78.0,24.87,37.56,25.01,45.91,22.45,180.12,179.68,49.42,90.8,53.15,60.55,82.35,30.13,91.75,19.18,88.5,26.72,105.39,108.21,8.09,11.52,17.66,57.58,53.22,7.11,43.58,96.27,19.05,22.11,13.38,153.5,17.26,177.0,32.0,7.48,123.06,51.89,28.1,3.49,59.7,46.57,71.37,16.19,2.2,9.9,12.5,43.88,157.4,211.79,2.65,8.49,12.68,20.02
2026-08-06,729.51,1387.37,3963.97,963.98,124.3,775.12,878.84,1430.96,609.76,878.4,4849.35,101.29,331.43,203.5,1390.0,160.5,56.07,297.39,200.61,231.14,264.18,285.86,89.28,183.46,437.57,297.37,82.75,40.63,196.69,260.68,151.54,147.52,460.12,199.42,250.8,253.81,152.35,21.5,22.58,12.99,17.65,43.22,21.52,41.95,218.6,407.36,83.11,6.48,177.26,198.87,46.51,280.56,33.8,78.19,24.99,37.1,25.07,45.84,22.36,177.88,178.98,47.99,90.5,53.25,60.39,82.03,30.07,91.65,19.13,88.3,26.01,105.86,107.57,8.1,11.67,17.69,56.65,53.2,7.08,43.72,98.0,19.1,21.99,13.1,154.66,17.36,182.0,32.12,7.44,127.74,52.62,27.9,3.49,60.53,47.0,71.5,16.21,2.22,9.9,14.07,43.95,156.34,212.53,2.66,8.65,12.7,20.47
2026-08-07,728.7,1370.59,3927.0,965.44,121.9,796.0,881.0,1569.87,663.54,912.03,4829.21,101.03,331.84,205.5,1440.0,157.63,56.63,319.02,212.98,231.02,264.07,286.21,89.19,179.77,434.99,295.2,82.68,43.43,195.73,269.32,151.98,147.15,455.53,201.0,248.22,259.45,152.21,21.8,23.63,13.11,17.67,43.76,21.02,41.93,216.0,409.0,81.84,6.51,180.14,199.5,46.57,282.0,33.83,78.3,24.99,38.62,25.38,46.37,21.65,185.97,179.99,47.75,91.04,54.28,60.48,82.2,29.99,91.3,19.0,88.5,25.38,105.46,109.19,8.0,11.63,17.79,57.56,53.7,7.12,43.73,96.48,19.05,21.73,12.9,154.36,17.4,176.49,32.15,7.37,124.9,51.62,27.49,3.48,60.08,45.8,71.83,16.43,2.25,9.87,15.29,44.13,157.05,212.08,2.63,8.7,12.7,21.12
2026-08-11,731.85,1301.86,4012.0,921.5,125.35,772.26,885.13,1570.03,653.09,875.03,4799.82,99.4,325.7,193.2,1449.55,153.24,56.88,317.2,212.16,230.0,258.78,284.52,86.59,188.82,435.69,290.94,81.7,43.12,194.54,267.69,151.23,146.43,445.0,197.3,245.0,258.66,146.82,21.56,24.6,12.75,17.56,43.48,20.71,41.26,215.61,401.39,82.39,6.4,179.34,200.86,46.0,277.67,33.66,79.32,24.91,38.9,25.0,44.85,21.38,184.06,176.89,46.5,90.0,55.22,60.0,81.7,29.51,90.84,18.82,84.92,25.1,106.75,107.23,8.02,11.41,17.56,57.54,53.59,7.14,42.85,102.76,19.34,22.0,12.82,150.78,17.31,174.67,32.12,7.24,109.98,51.28,27.6,3.44,59.55,45.17,71.12,16.21,2.25,9.75,14.62,43.55,155.34,208.48,2.47,8.59,12.95,20.72
2026-08-12,733.73,1278.78,3861.08,908.7,124.5,712.57,886.61,1589.91,661.95,809.93,4767.41,98.92,323.19,190.38,1481.13,152.2,55.96,321.5,213.34,230.0,260.0,307.85,85.89,186.15,433.0,292.05,80.74,43.28,193.52,269.67,151.44,146.09,440.42,194.23,244.4,253.25,145.35,21.0,25.12,12.56,17.5,43.47,20.81,41.2,210.54,400.52,82.07,6.43,176.3,195.33,45.12,276.93,33.5,79.59,24.82,39.31,24.92,44.32,21.12,184.47,177.25,46.49,88.5,55.14,59.84,81.9,29.52,89.02,18.63,81.42,22.25,98.17,104.69,8.2,11.33,17.75,55.13,52.27,7.13,42.44,100.29,19.29,22.13,12.82,150.0,17.4,167.7,32.05,7.21,107.68,50.62,26.46,3.49,58.9,45.49,69.79,16.3,2.21,9.71,14.76,42.68,152.48,206.0,2.65,8.4,12.95,20.35
2026-08-13,717.84,1305.0,3896.03,927.63,122.81,708.19,863.61,1539.0,642.0,793.0,4825.52,99.21,327.72,191.0,1410.37,149.71,55.38,314.52,203.88,230.7,258.78,311.8,86.5,182.17,433.39,293.87,81.61,42.82,192.85,257.36,151.78,148.07,445.51,194.23,246.5,244.25,143.33,21.19,23.38,12.96,17.51,43.2,20.89,41.04,214.38,408.22,84.18,6.48,182.0,191.1,45.43,281.0,33.24,79.99,25.03,39.04,25.28,45.33,21.3,178.0,178.0,46.09,90.19,55.45,60.0,81.7,30.1,89.99,18.47,83.12,24.03,99.4,105.58,8.36,11.34,17.69,57.53,54.95,7.14,42.5,97.38,19.11,21.8,12.65,151.25,17.42,166.29,31.9,7.19,106.5,50.8,26.51,3.48,59.36,44.0,69.81,16.27,2.11,9.75,13.82,43.11,150.17,208.55,2.66,8.2,13.21,19.82
2026-08-14,709.71,1284.03,3834.99,919.86,120.81,702.58,850.0,1558.55,649.23,786.7,4843.49,99.04,320.47,194.09,1421.48,150.05,54.31,315.5,209.94,224.28,259.21,309.73,86.87,186.43,434.26,295.72,81.93,43.49,193.17,260.71,150.56,147.8,443.0,192.25,245.46,245.98,143.68,21.32,23.82,13.08,17.31,43.17,21.25,41.45,210.58,410.92,83.9,6.37,178.36,185.32,45.46,284.0,32.73,79.97,24.72,39.62,24.6,45.53,21.08,180.87,177.41,46.21,89.23,55.93,59.0,79.62,30.0,90.38,18.48,83.3,24.03,100.1,106.69,8.22,11.56,17.6,58.1,54.57,7.17,42.5,97.62,19.25,21.5,12.57,155.4,17.17,164.5,31.41,7.15,106.6,51.04,26.18,3.4,60.01,45.44,70.1,16.21,2.02,9.68,14.22,42.92,150.98,209.52,2.86,8.12,13.0,19.88
2026-08-17,713.51,1262.77,3712.08,909.17,121.42,704.55,865.05,1605.11,673.98,792.51,4822.39,98.16,318.14,190.38,1458.0,148.24,55.34,325.58,221.5,223.1,258.95,308.18,86.97,188.74,435.28,301.88,82.48,44.64,192.56,270.85,151.47,145.61,444.17,189.72,243.87,243.44,141.94,21.08,24.75,12.99,17.19,43.06,20.75,41.45,209.17,410.0,82.51,6.38,170.3,186.46,45.32,279.94,32.4,79.5,24.76,40.22,24.41,44.9,20.91,184.04,176.79,46.09,88.0,54.7,59.11,78.61,29.99,89.9,18.33,83.34,24.19,100.8,105.66,8.19,11.59,17.48,55.42,53.65,7.09,42.6,107.45,19.42,21.9,12.54,154.52,17.2,165.43,31.41,6.86,104.31,51.08,26.42,3.46,59.32,43.32,69.7,16.05,1.95,9.66,14.33,42.7,149.1,207.89,2.8,8.05,12.59,19.5
2026-08-18,719.57,1270.59,3731.92,917.02,120.62,696.61,842.25,1572.99,668.55,779.25,4742.32,97.33,315.86,188.59,1412.68,148.26,54.61,315.26,209.25,222.6,257.93,307.09,85.92,193.55,436.39,302.59,82.05,42.85,190.48,262.29,149.55,145.46,445.35,190.45,240.38,243.11,140.55,20.76,24.39,12.87,16.93,42.75,21.1,41.44,209.5,407.31,81.94,6.26,164.82,187.53,45.08,279.95,32.17,78.07,24.42,39.78,24.23,44.61,20.9,177.28,175.5,45.7,87.98,54.82,59.0,78.21,29.36,90.29,18.31,82.09,23.65,98.55,103.62,8.15,11.51,17.43,53.84,51.81,7.05,42.55,113.0,19.33,21.79,12.5,153.81,17.0,160.95,30.66,7.04,104.08,50.72,26.2,3.44,58.41,41.0,68.73,16.2,1.96,9.64,14.14,42.05,147.45,205.84,2.83,7.96,13.07,19.2
2026-08-19,750.33,1248.0,3728.15,896.18,125.86,710.0,872.29,1703.41,709.45,795.72,4743.0,97.86,322.14,193.45,1453.59,149.77,55.45,338.88,228.73,225.61,256.74,303.28,86.16,198.19,435.04,306.13,82.2,46.79,191.7,283.07,149.47,140.77,445.0,187.54,243.78,241.29,141.88,20.86,26.1,12.97,17.16,42.57,24.8,40.94,208.4,406.1,81.88,6.23,167.75,190.01,45.42,280.71,32.0,76.81,24.35,44.65,24.33,45.06,20.92,188.28,176.72,46.14,87.13,54.93,58.72,78.5,29.58,91.36,18.32,82.75,23.45,100.0,105.25,8.3,11.88,17.74,55.78,52.19,7.05,43.29,115.18,18.9,21.9,12.45,154.9,17.04,162.76,31.07,7.11,108.44,50.46,26.25,3.51,58.35,42.21,68.0,16.2,1.96,9.67,14.77,42.5,149.07,206.61,2.75,7.84,12.84,19.43
2026-08-20,748.23,1249.46,3674.01,908.93,127.61,707.76,867.7,1803.0,725.05,781.57,4672.39,96.37,317.42,191.06,1410.88,147.83,55.71,350.28,224.17,224.77,252.86,297.15,83.96,197.84,427.43,300.73,80.7,47.52,189.5,280.03,149.84,140.14,437.86,187.33,239.1,234.93,143.64,20.21,28.0,12.76,16.6,42.51,21.11,40.22,204.74,402.35,82.12,6.2,166.12,184.0,45.16,276.28,32.2,75.0,24.25,47.52,24.05,44.07,20.88,186.53,176.3,45.9,86.0,55.6,58.32,77.72,29.47,91.64,18.11,81.6,24.27,100.5,103.7,8.2,11.57,17.63,53.62,51.3,7.03,43.0,117.5,18.8,22.0,12.5,154.02,17.0,159.65,31.38,7.0,105.0,49.37,26.0,3.5,57.18,40.41,67.6,16.05,1.96,9.61,15.69,43.16,147.39,203.0,2.7,8.02,13.0,18.91
2026-08-21,765.23,1256.57,3703.17,906.55,129.68,716.28,891.77,1902.4,759.35,784.76,4702.58,97.87,317.5,193.0,1494.0,146.43,56.78,375.91,237.0,227.0,246.88,295.75,84.65,200.0,430.96,303.23,79.75,50.16,191.22,289.62,147.36,137.99,436.05,188.49,242.0,243.77,147.63,20.42,29.36,12.65,16.47,42.2,20.95,40.28,209.01,398.75,81.87,6.13,170.4,185.33,44.65,274.17,31.18,76.06,24.1,48.61,24.05,43.68,21.02,194.47,175.16,45.65,86.72,55.53,57.7,76.98,29.0,90.0,18.12,79.74,24.19,100.17,106.36,8.2,11.55,17.58,54.6,51.61,6.9,43.21,118.04,19.46,21.75,12.4,154.0,16.85,158.74,30.63,6.95,102.08,49.27,26.0,3.46,56.52,40.35,67.96,16.07,1.91,9.58,15.77,43.46,148.9,202.75,2.68,8.23,12.81,18.68
2026-08-24,778.32,1273.38,3742.1,910.8,130.48,702.53,898.56,1915.0,758.44,764.13,4649.29,95.91,313.79,189.7,1447.0,145.58,57.35,365.55,233.74,223.8,243.67,298.52,84.5,197.8,430.0,299.61,79.38,50.15,189.0,290.0,147.65,138.19,435.36,187.45,238.26,243.0,147.04,19.83,29.94,12.47,16.41,42.04,21.09,39.34,200.83,397.21,81.43,6.1,162.68,186.08,44.24,272.0,30.58,75.45,23.81,49.49,23.9,43.23,21.0,191.15,174.48,46.11,85.5,54.23,57.47,77.1,28.66,90.29,17.92,83.85,23.99,100.5,103.8,8.13,11.34,17.62,53.15,50.85,6.86,42.73,122.68,18.83,21.61,12.3,153.0,16.84,159.5,30.94,6.75,101.4,48.51,27.45,3.43,55.0,38.39,65.95,16.1,1.89,9.46,15.09,41.0,146.71,197.99,2.72,8.3,12.75,18.37
2026-08-25,772.0,1254.89,3698.44,896.25,131.0,703.53,913.08,1922.32,766.09,764.74,4650.03,97.21,320.88,188.59,1369.15,146.15,58.38,362.66,229.63,227.6,246.88,302.2,86.84,185.14,429.91,304.12,80.25,49.74,189.93,299.06,148.57,138.44,435.77,186.65,238.89,241.58,148.69,20.05,29.96,12.69,16.37,42.05,21.14,39.5,199.52,401.61,82.57,6.15,162.72,184.16,43.89,271.3,30.64,75.29,23.9,49.2,24.0,43.6,21.13,190.32,173.3,45.96,84.47,53.74,58.01,77.42,28.5,91.06,18.09,78.94,23.76,100.0,104.69,8.12,11.54,17.65,53.28,50.97,6.85,42.55,119.19,18.91,21.77,12.39,154.0,16.85,159.63,30.72,6.63,99.44,48.72,26.5,3.43,55.88,37.88,65.2,16.03,1.9,9.66,14.62,41.09,146.36,196.49,2.7,8.32,12.97,17.86
2026-08-26,767.76,1253.56,3768.68,918.38,128.24,704.2,914.14,1890.0,772.93,765.46,4691.67,95.81,320.77,188.2,1396.52,146.58,58.63,358.54,227.01,229.86,258.51,301.1,85.1,181.75,437.99,293.63,81.1,48.9,190.41,295.46,149.4,138.96,431.35,186.66,238.1,238.08,154.48,19.93,30.02,12.68,16.37,41.5,20.88,39.03,199.5,415.8,82.1,6.05,162.0,185.53,43.99,271.6,30.73,77.0,23.75,47.95,24.03,43.4,21.07,187.39,174.79,48.31,85.0,54.33,57.89,77.2,29.05,92.32,17.9,82.35,24.13,100.98,105.0,7.9,11.5,17.65,52.3,50.3,6.84,42.7,120.32,18.97,21.66,12.4,154.78,16.3,158.13,30.88,6.72,99.39,47.74,26.76,3.41,55.84,39.95,64.75,16.04,1.87,9.44,14.4,40.91,144.79,193.01,2.72,8.0,12.65,17.77
2026-08-27,765.23,1252.75,3787.99,902.0,128.64,709.45,917.13,1887.68,768.97,772.49,4621.06,94.81,316.7,188.3,1393.87,147.89,59.79,340.96,229.26,228.54,252.72,307.13,85.35,181.0,442.97,292.38,88.39,49.07,193.04,298.61,150.35,140.18,435.74,190.02,234.99,238.47,160.53,20.0,30.24,12.72,16.38,41.79,20.77,39.69,201.17,431.2,81.5,6.12,163.42,184.01,43.9,271.21,31.66,77.09,23.9,48.32,24.19,43.59,20.92,188.21,178.0,48.81,86.0,55.06,58.05,77.83,29.08,94.82,17.99,81.4,24.0,98.49,106.0,7.95,11.65,17.7,52.79,48.24,6.89,43.51,123.32,19.7,21.74,12.5,156.34,16.5,162.01,31.0,7.05,101.0,48.87,27.65,3.46,56.25,40.42,64.5,16.15,1.87,9.5,14.1,40.99,144.02,192.71,2.74,8.13,12.7,17.99
2026-08-28,775.0,1273.76,3880.0,903.49,129.99,722.0,931.5,1862.35,768.65,789.39,4667.64,96.13,319.15,190.0,1477.28,149.06,60.9,333.85,237.32,231.47,258.47,307.0,87.05,190.66,446.55,296.18,89.83,50.28,197.83,306.51,152.09,144.23,436.48,191.17,236.93,241.23,158.67,20.06,30.38,12.77,16.56,42.13,20.77,40.27,200.74,427.67,82.55,6.17,164.63,187.0,44.57,273.51,31.97,77.72,23.9,47.23,24.38,43.48,21.53,189.44,177.28,49.75,86.0,56.38,58.59,79.58,28.8,96.0,18.15,80.57,24.5,98.64,108.27,8.13,11.76,18.01,52.8,47.68,6.95,43.8,125.79,19.42,21.74,12.45,156.01,16.65,162.34,31.03,7.28,102.0,48.87,28.4,3.52,56.68,39.35,64.4,16.23,1.9,9.6,14.47,42.01,146.91,198.21,2.78,8.17,13.0,18.0
2026-08-31,765.0,1285.44,3853.2,902.81,129.0,717.21,915.6,1800.49,740.51,788.15,4650.61,95.29,317.76,189.0,1376.85,149.43,59.8,313.43,224.85,228.94,258.27,308.24,86.66,195.0,450.04,294.51,87.45,47.69,194.09,291.28,152.01,141.85,435.18,188.04,233.8,239.18,158.3,19.71,29.34,13.04,16.4,41.52,19.31,40.19,198.5,414.99,80.73,6.13,163.28,188.75,44.3,268.7,32.1,78.16,23.48,45.04,23.86,43.12,21.15,180.34,176.03,49.97,85.15,55.32,58.06,77.85,28.47,94.5,18.01,79.5,24.59,99.34,107.15,8.16,11.88,17.91,51.06,45.75,6.91,43.64,131.13,19.15,21.67,12.86,157.19,16.64,164.92,30.18,7.32,101.99,49.83,28.45,3.46,55.59,39.01,62.93,16.08,1.91,9.57,14.78,41.4,144.21,195.82,2.76,8.5,12.8,17.9
2026-09-01,755.23,1267.85,3721.98,909.27,130.25,697.19,898.23,1768.92,735.87,768.22,4631.65,95.3,316.99,198.4,1407.36,147.58,59.29,312.11,228.69,227.0,252.13,312.04,85.87,194.4,458.11,295.05,87.28,47.29,192.47,308.91,149.4,142.38,432.59,185.21,228.93,238.13,156.5,19.42,28.16,12.86,16.19,41.42,20.26,40.2,206.5,416.5,80.82,6.08,158.71,191.0,43.9,273.67,31.55,78.52,23.61,45.05,24.0,42.65,20.42,179.26,176.53,49.16,86.26,55.52,57.83,78.37,28.02,91.51,18.1,78.92,24.45,98.51,109.0,8.16,11.68,17.8,51.21,45.07,6.86,44.19,125.28,19.5,21.84,12.82,156.08,16.7,163.76,31.1,7.36,102.28,49.83,28.77,3.46,54.48,38.97,64.0,16.02,1.89,9.55,13.9,40.4,143.25,201.22,3.08,8.51,12.8,17.48
2026-09-02,737.8,1271.46,3736.0,889.59,129.43,684.45,899.12,1745.15,727.84,748.79,4634.23,95.82,317.0,195.0,1367.49,147.88,59.37,313.58,225.25,225.53,252.48,314.31,85.6,201.0,453.76,296.0,87.37,51.08,190.8,306.99,149.23,143.93,429.53,185.38,224.5,235.57,145.0,19.28,28.52,12.75,16.29,40.62,19.96,39.95,202.49,414.94,77.91,6.06,157.23,190.05,43.56,268.0,31.43,78.02,23.63,45.66,23.75,41.99,20.13,175.87,174.84,48.84,84.49,56.5,57.6,74.57,27.42,90.62,17.9,75.95,24.4,99.34,105.89,8.07,11.53,17.61,50.87,45.22,6.77,43.26,131.24,18.88,21.85,12.88,154.13,16.7,162.13,30.12,7.46,100.5,49.3,28.3,3.44,53.25,38.54,63.69,15.9,1.9,9.54,13.91,39.74,142.0,199.0,3.0,8.82,12.69,17.46
2026-09-03,734.37,1275.94,3619.0,900.0,131.11,687.0,899.41,1757.78,762.33,746.18,4638.27,95.84,321.0,205.5,1385.83,150.65,60.23,327.75,245.61,230.5,259.7,312.36,85.56,200.6,447.79,298.88,87.72,52.35,191.56,313.92,148.92,142.9,435.0,179.9,231.08,245.9,154.44,19.65,29.86,12.91,16.4,40.1,20.36,39.96,203.34,404.06,77.58,6.13,159.39,192.91,43.88,271.46,31.77,76.0,23.9,46.93,25.0,41.34,20.35,182.9,173.8,48.96,84.32,57.08,58.64,75.44,27.23,91.09,18.08,77.93,25.13,98.92,107.91,8.2,11.59,17.72,53.86,45.95,6.93,44.14,135.57,18.65,21.84,12.75,154.2,16.9,162.73,30.04,7.42,99.53,48.7,27.18,3.5,54.31,39.71,64.0,16.0,1.9,9.59,13.57,40.7,143.03,200.36,2.98,8.74,12.9,16.96
2026-09-04,723.35,1280.44,3643.54,886.0,130.16,690.97,898.97,1735.1,766.75,753.92,4666.51,97.23,322.04,199.31,1379.83,150.21,59.8,324.0,242.02,232.0,262.43,315.18,86.62,197.0,445.83,298.81,87.38,51.84,191.6,321.26,150.28,144.15,436.17,184.36,230.0,244.28,150.43,19.78,29.55,12.79,16.55,40.13,20.35,39.6,200.28,411.0,78.49,6.14,161.84,196.46,44.1,271.82,32.0,76.25,24.01,46.22,25.0,42.19,20.65,183.08,173.5,49.25,87.39,54.56,58.93,76.5,27.26,91.09,18.14,77.73,25.43,100.93,109.45,8.28,11.69,17.85,53.88,45.8,6.96,43.05,139.35,18.8,21.2,12.7,154.24,17.26,162.12,29.48,7.56,101.9,48.02,26.9,3.5,54.63,40.09,63.71,15.94,1.92,9.68,13.6,40.49,142.31,200.69,3.03,8.7,12.9,17.5
2026-09-07,723.46,1258.35,3666.35,885.24,130.34,680.64,900.77,1775.04,779.48,742.56,4656.42,96.68,322.41,198.12,1403.67,150.71,58.67,328.67,248.43,230.35,262.76,314.36,85.93,203.47,441.57,299.01,87.1,53.51,192.64,324.5,150.05,143.97,432.47,181.52,230.58,246.98,153.52,19.6,29.5,12.81,16.45,40.1,20.17,39.45,195.73,409.0,77.47,6.04,160.6,199.17,44.24,270.56,32.0,76.07,23.94,45.54,24.56,40.6,20.67,186.6,173.84,48.75,86.9,54.68,57.87,75.9,26.78,88.3,18.0,78.54,25.53,100.24,115.88,8.24,11.75,17.75,53.76,45.36,6.84,43.29,138.12,18.5,21.28,12.72,153.0,17.05,161.71,29.9,7.47,101.4,46.47,26.51,3.44,54.8,40.0,63.56,15.76,1.95,9.61,13.3,40.5,144.83,199.02,3.0,8.58,12.79,17.5
2026-09-08,745.27,1293.66,3631.27,885.99,136.25,676.99,936.6,1730.73,770.8,738.22,4708.0,97.16,324.81,201.77,1432.69,152.07,59.93,326.09,246.5,231.99,265.73,315.27,86.57,211.88,439.31,301.31,87.1,52.84,194.67,325.06,149.52,147.32,434.11,182.97,231.57,250.08,156.41,19.73,29.68,13.14,16.45,40.28,20.36,39.16,195.5,405.2,78.0,6.02,162.81,207.35,44.02,269.15,32.01,76.39,23.99,45.67,24.62,40.06,20.5,191.23,171.95,49.05,86.73,55.28,57.98,75.89,26.18,84.78,18.23,77.94,25.41,102.63,116.11,8.29,12.08,17.64,54.78,45.79,6.79,43.75,142.09,18.89,21.14,12.91,154.35,16.89,161.57,30.19,7.25,101.87,47.85,25.92,3.43,54.47,39.17,64.22,15.76,1.95,9.68,13.48,41.28,147.76,196.25,3.01,8.64,12.82,17.82
2026-09-09,741.64,1246.63,3482.0,871.12,136.18,670.84,912.18,1749.72,741.0,729.0,4660.99,96.23,311.22,205.36,1458.46,153.62,60.1,333.77,245.84,229.5,257.5,313.49,85.22,232.75,443.57,294.75,86.77,52.64,192.88,326.67,143.83,144.51,430.01,179.64,232.03,244.41,157.97,19.67,29.54,13.06,15.94,40.41,20.21,39.07,190.71,399.59,75.66,5.98,161.9,203.55,43.75,265.74,32.62,77.49,23.8,44.18,24.91,39.81,20.31,190.91,170.31,48.62,84.05,55.25,58.79,75.7,26.1,83.52,18.11,77.66,25.52,101.82,116.04,8.23,12.2,17.47,55.03,45.97,6.77,42.99,149.0,18.49,20.82,13.4,154.0,17.08,162.11,29.0,7.29,101.0,47.0,25.9,3.46,54.35,39.85,63.29,15.6,1.91,9.56,13.19,41.05,144.13,198.79,3.0,8.78,12.63,17.5
2026-09-10,710.43,1264.68,3459.32,891.72,130.85,664.0,860.08,1684.41,730.49,730.62,4480.0,97.53,308.37,202.28,1455.82,150.9,58.25,329.58,237.68,227.01,254.91,313.5,81.7,237.38,446.09,294.58,83.15,51.0,192.77,319.65,143.38,142.94,425.96,180.53,232.63,244.12,156.65,19.25,27.73,12.89,16.09,40.25,20.01,38.18,194.35,396.46,75.73,5.99,159.75,205.81,43.28,263.41,32.26,77.0,23.61,42.83,25.04,38.54,20.27,185.76,169.71,49.14,83.19,53.74,58.7,76.21,25.88,85.1,18.07,76.32,25.22,102.69,115.9,8.2,12.0,17.66,52.54,44.96,6.82,42.48,148.91,18.31,21.0,13.25,154.61,17.15,160.85,28.68,7.25,99.2,47.55,25.63,3.42,53.54,41.0,64.15,15.72,1.88,9.55,13.14,40.92,136.2,197.0,2.95,8.57,12.6,17.91
2026-09-11,705.6,1258.0,3472.74,896.07,132.18,665.99,869.33,1686.94,731.15,725.28,4508.26,96.9,311.76,202.41,1433.93,154.04,57.5,335.41,240.63,227.48,266.15,313.7,80.4,233.3,447.35,295.97,84.03,51.12,198.68,322.0,143.66,144.04,430.26,180.2,231.85,242.46,157.0,19.19,27.06,13.11,16.0,40.54,20.0,38.82,186.13,407.12,75.21,5.91,160.53,207.09,43.24,259.13,32.59,76.51,23.61,43.78,24.45,38.11,20.2,183.53,168.08,48.81,82.21,54.11,58.37,75.56,25.79,85.1,17.98,77.4,25.71,117.67,113.88,8.17,11.84,17.41,51.95,43.61,6.73,42.4,143.32,18.19,20.75,13.26,154.07,17.15,158.01,28.88,7.39,100.67,47.0,25.74,3.37,52.9,40.0,64.0,15.6,1.97,9.6,12.93,40.61,136.95,197.33,2.8,8.8,12.48,17.8
2026-09-14,684.93,1296.96,3451.71,929.87,129.56,671.65,847.22,1629.02,701.8,728.63,4440.0,93.37,312.0,201.49,1389.25,156.95,55.52,316.79,231.82,225.77,267.8,313.95,80.65,239.16,449.69,294.34,85.06,47.84,197.16,302.86,144.21,143.45,429.88,177.41,230.0,237.2,158.98,18.8,25.65,13.37,15.73,40.18,20.03,38.22,186.19,406.63,74.27,5.89,161.0,204.5,42.79,262.37,31.97,76.29,23.35,41.23,24.7,36.17,20.1,175.47,166.64,48.87,84.0,54.31,57.82,75.47,25.66,87.0,17.86,77.11,26.52,124.64,113.23,8.13,11.7,17.38,50.5,42.96,6.79,42.0,145.0,18.52,20.58,12.95,152.1,17.14,157.83,28.75,7.47,101.33,47.37,25.75,3.39,52.89,40.1,63.69,15.57,1.97,9.6,12.8,40.5,135.86,202.19,2.64,8.61,12.72,17.47
